Name,Score,Rank,Popularity,Genres,Episodes,Start Date,End Date,Producers,Studios
Kiniro Mosaic: Thank You!!,N/A,16004,5594,"Slice of Life, Comedy, School, Seinen",1,"Aug 20, 2021",?,"None found, add some","Studio Gokumi, AXsiZ"
Misaki no Mayoiga,N/A,16578,5737,Drama,1,"Aug 27, 2021",?,"Aniplex, Kodansha, Fuji TV",David Production
Princess Principal: Crown Handler Movie 2,N/A,?,6675,"Action, Mystery, Historical",1,"Sep 23, 2021",?,"None found, add some",Actas
Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Ouji-sama,N/A,?,7687,"Action, Comedy, Sports, Shounen",1,"Sep 3, 2021",?,"None found, add some","Keica, The Monk Studios"
BanG Dream! Film Live 2nd Stage,N/A,14346,7821,Music,1,"Aug 20, 2021",?,"None found, add some","None found, add some"
Tomorrow's Leaves,6.81,4508,10539,Fantasy,1,"Jul 23, 2021",?,"None found, add some",Studio Ponoc
Crayon Shin-chan Movie 29: Mystery Meki! Hana no Tenkasu Gakuen,N/A,14692,10786,"Comedy, Seinen",1,"Jul 30, 2021",?,"None found, add some",Shin-Ei Animation
Gundam: G no Reconguista Movie III - Uchuu kara no Isan,N/A,15169,11060,"Action, Sci-Fi, Space, Mecha",1,"Jul 22, 2021",?,"None found, add some",Sunrise
100-nichikan Ikita Wani,N/A,14123,11986,Slice of Life,1,"Jul 9, 2021",?,"None found, add some",Toho Interactive Animation
Tobidase! Narase! Pui Pui Molcar,N/A,13406,12182,"Cars, Comedy, Kids",1,"Jul 22, 2021",?,"None found, add some",Shin-Ei Animation
Shinkai no Survival!,N/A,12849,16775,"Action, Comedy, Shounen",1,"Aug 13, 2021",?,"None found, add some","Toei Animation, Gallop"
Bei Ken Xiong 2: Jinpai Tegong,N/A,14374,17420,"Action, Comedy, Police, Kids",1,"Jul 23, 2021",?,Alpha Pictures,RG Animation Studios
Mini Dragon Specials,7.59,1347,4055,Comedy,8,"Jul 8, 2021","Jan 19, 2022","None found, add some","None found, add some"
Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi,6.20,7593,4299,"Action, Adventure, Fantasy",1,"Jul 5, 2021",?,"AT-X, Kadokawa",Encourage Films
Fumetsu no Anata e: Fushi no Tabiji,6.50,6047,4921,"Adventure, Supernatural, Drama, Shounen",1,"Jul 5, 2021",?,"NHK, NHK Enterprises",Brain's Base
Bokutachi no Remake Recap,6.02,8459,6523,"Slice of Life, Drama, Romance",1,"Aug 14, 2021",?,"None found, add some",feel.
Princess Principal: Crown Handler Movie 1 - Busy Easy Money,N/A,?,7829,"Mystery, Comedy, Historical",1,"Sep 28, 2021",?,"None found, add some",Actas
Nomad: Megalo Box 2 Short Anime,N/A,12074,8201,Sports,Unknown,"Jul 28, 2021",?,"None found, add some","None found, add some"
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden (TV) Recaps,5.94,8791,8626,"Psychological, Drama, Magic, Thriller",3,"Jul 4, 2021","Jul 18, 2021","None found, add some",Shaft
Hetalia World★Stars Specials,6.66,5217,8712,"Comedy, Historical, Parody",3,"Jul 28, 2021",?,"None found, add some",Studio Deen
Kyoto Animation: Souzou-hen,6.59,5609,9450,Slice of Life,1,"Jul 8, 2021",?,Rakuonsha,Kyoto Animation
Kyoto Animation: Meiji-hen,6.47,6250,10622,Historical,1,"Jul 8, 2021",?,Rakuonsha,Kyoto Animation
Blue Reflection Ray Special,5.34,10637,3846,"Magic, School",24,"Apr 10, 2021",?,"Mainichi Broadcasting System, Magic Capsule, DMM pictures",J.C.Staff
"Ijiranaide, Nagatoro-san",7.49,1656,311,"Slice of Life, Comedy, Romance",12,"Apr 11, 2021","Jun 27, 2021",King Records,Telecom Animation Film
Hige wo Soru. Soshite Joshikousei wo Hirou.,7.37,2081,386,"Drama, Romance",13,"Apr 5, 2021","Jun 28, 2021","Pony Canyon, Magic Capsule, Dream Shift",Project No.9
86,8.19,328,481,"Action, Drama, Mecha, Military, Sci-Fi",11,"Apr 11, 2021","Jun 20, 2021","Aniplex, Kadokawa, Bandai Spirits",A-1 Pictures
Vivy: Fluorite Eye's Song,8.52,98,542,"Action, Music, Sci-Fi, Thriller",13,"Apr 3, 2021","Jun 19, 2021",Aniplex,Wit Studio
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,6.93,4019,275,"Comedy, Ecchi, Fantasy, Harem, Magic",12,"Jul 5, 2018","Sep 20, 2018","Sotsu, Kodansha, Half H.P Studio, AT-X, KlockWorx, DIVE II Entertainment, 81 Produce, Tokyo MX, Avex Pictures, Q-Tec, Animatic, Eswood",Ajia-Do
Fruits Basket: The Final,9.08,6,691,"Slice of Life, Comedy, Supernatural, Drama, Romance, Shoujo",13,"Apr 6, 2021","Jun 29, 2021","TV Tokyo, TV Osaka, Nihon Ad Systems, Hakusensha, Avex Pictures, TMS Music",TMS Entertainment
"Sentouin, Hakenshimasu!",7.23,2694,706,"Action, Comedy, Fantasy",12,"Apr 4, 2021","Jun 20, 2021","Nippon Columbia, Kadokawa",J.C.Staff
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",7.04,3598,759,"Slice of Life, Comedy, Fantasy",12,"Apr 10, 2021","Jun 26, 2021","Square Enix, Movic, AT-X, Nippon Columbia, KlockWorx, Studio Mausu, Bushiroad, Hakuhodo DY Music & Pictures, Medicos Entertainment, BS11, DMM.com, SB Creative",Revoroot
Tensura Nikki: Tensei shitara Slime Datta Ken,7.53,1504,820,"Slice of Life, Comedy, Fantasy, Shounen",12,"Apr 6, 2021","Jun 22, 2021","Lantis, Kodansha, BS11, Bandai Namco Arts, Micro Magazine Publishing, Bandai Spirits, Sony Music Solutions, ADK Marketing Solutions",8bit
Osananajimi ga Zettai ni Makenai Love Comedy,6.12,8005,947,"Harem, Comedy, Romance, School",12,"Apr 14, 2021","Jun 30, 2021","Delfi Sound, Kadokawa",Doga Kobo
Odd Taxi,8.81,28,986,Mystery,13,"Apr 6, 2021","Jun 29, 2021","Pony Canyon, Pony Canyon Enterprise","OLM, P.I.C.S."
Koi to Yobu ni wa Kimochi Warui,7.19,2919,1056,"Comedy, Romance",12,"Apr 5, 2021","Jun 14, 2021","BS Fuji, Hokkaido Cultural Broadcasting, Amusement Media Academy, Ichijinsha, Kanetsu Investment, Sonilude, Toyo Recording, BloomZ, AMG Entertainment, MediaNet Pictures, Christmas Holly, Miyazaki Broadcasting, C-one",Nomad
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,6.51,6033,1113,"Action, Game, Comedy, Fantasy",12,"Apr 7, 2021","Jun 23, 2021","Kadokawa, Bit grooove promotion",ENGI
Zombieland Saga: Revenge,8.06,479,1155,"Comedy, Music, Supernatural",12,"Apr 8, 2021","Jun 24, 2021","Avex Pictures, dugout",MAPPA
Yuukoku no Moriarty 2nd Season,8.22,301,1208,"Mystery, Historical, Psychological, Thriller, Shounen",13,"Apr 4, 2021","Jun 27, 2021","Mainichi Broadcasting System, Shueisha, Yomiuri TV Enterprise, Bandai Namco Arts, Bandai Spirits",Production I.G
Shadows House,7.78,889,1271,"Slice of Life, Supernatural, Seinen",13,"Apr 11, 2021","Jul 4, 2021","Aniplex, WOWOW, Tokyo MX, Shueisha, BS Asahi",CloverWorks
Mashiro no Oto,7.57,1405,1465,"Drama, Music, School, Shounen, Slice of Life",12,"Apr 3, 2021","Jun 19, 2021",DMM Music,Shin-Ei Animation
Seijo no Maryoku wa Bannou Desu,7.26,2598,1490,"Slice of Life, Magic, Romance, Fantasy",12,"Apr 6, 2021","Jun 22, 2021","Lantis, Kadokawa, Bit grooove promotion",Diomedéa
Mars Red,6.66,5232,1606,"Action, Military, Historical, Supernatural, Vampire",13,"Apr 6, 2021","Jun 29, 2021","VAP, Yomiuri TV Enterprise, Pony Canyon Enterprise, D-techno, Nihon Keizai Koukokusha",Signal.MD
SSSS.Dynazenon,7.47,1695,1762,"Action, Sci-Fi, Mecha",12,"Apr 2, 2021","Jun 18, 2021","Mainichi Broadcasting System, Pony Canyon, Tsuburaya Productions, Ultra Super Pictures, Memory-Tech, Good Smile Company, BS11",Trigger
Jouran: The Princess of Snow and Blood,6.09,8157,1881,"Action, Historical, Supernatural",12,"Apr 7, 2021","Jun 23, 2021","Dentsu, Tatsunoko Production, Bushiroad, Nippon Television Network, Bushiroad Music, Sonilude, HJ Holdings, Bushiroad Move",Bakken Record
Shakunetsu Kabaddi,7.11,3262,1899,"Comedy, Sports, School",12,"Apr 3, 2021","Jun 19, 2021",TV Tokyo,TMS Entertainment
Super Cub,7.47,1696,1904,"Slice of Life, School",12,"Apr 7, 2021","Jun 23, 2021",Bandai Namco Arts,Studio Kai
Bishounen Tanteidan,7.23,2706,1971,"Mystery, School",12,"Apr 11, 2021","Jun 27, 2021","Aniplex, Kodansha",Shaft
Bakuten!!,7.60,1281,1978,Sports,12,"Apr 9, 2021","Jun 25, 2021","Aniplex, Dentsu, Animax, Movic, Fuji TV, BS Fuji, Aeon Entertainment",Zexcs
Subarashiki Kono Sekai The Animation,6.16,7833,2308,"Action, Adventure",12,"Apr 10, 2021","Jun 26, 2021",Mainichi Broadcasting System,"Shin-Ei Animation, domerica"
Godzilla: S.P,6.72,4934,2486,"Action, Sci-Fi, Mystery, Mecha",13,"Apr 1, 2021","Jun 24, 2021","TOHO animation, Netflix, Toho Music","Bones, Orange"
"Dragon, Ie wo Kau.",6.41,6560,2756,"Comedy, Fantasy, Shounen",12,"Apr 4, 2021","Jun 20, 2021","Pony Canyon, Studio Mausu",Signal.MD
Seven Knights Revolution: Eiyuu no Keishousha,6.37,6735,2806,"Action, Adventure, Magic, Fantasy",12,"Apr 5, 2021","Jun 21, 2021","Rakuonsha, TOHO animation","LIDENFILMS, domerica"
Sayonara Watashi no Cramer,6.10,8099,2935,"Sports, Drama, Shounen",13,"Apr 4, 2021","Jun 27, 2021",Toy's Factory,LIDENFILMS
Yakunara Mug Cup mo,6.49,6114,3008,"School, Slice of Life",12,"Apr 3, 2021","Jun 21, 2021","CBC Television, Planet, Half H.P Studio, Nippon Columbia, 81 Produce, Tokyo MX, BS11, Maho Film, Zipang",Nippon Animation
Kuro Gal ni Natta kara Shinyuu to shitemita.,6.03,8447,3256,"Romance, Shounen Ai",8,"Apr 5, 2021","May 24, 2021","Suiseisha, blackflag",Irawias
Cestvs: The Roman Fighter,5.99,8599,4316,"Action, Historical, Drama, Seinen",11,"Apr 15, 2021","Jun 24, 2021","Hakusensha, Fuji TV, Bandai, Bandai Namco Live Creative, BS Fuji, Hakuhodo DY Media Partners, Bandai Spirits",Bandai Namco Pictures
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,5.97,8674,4369,"Action, Slice of Life, Magic",12,"Apr 8, 2021","Jun 24, 2021",Pony Canyon,Studio Comet
Cardfight!! Vanguard: overDress,5.92,8849,5435,"Game, Comedy",12,"Apr 3, 2021","Jun 26, 2021",Bushiroad,Kinema Citrus
Battle Athletess Daiundoukai ReSTART!,5.13,11046,6302,"Action, Sci-Fi, Adventure, Comedy, Sports, School",12,"Apr 11, 2021","Jun 27, 2021","TV Asahi, Nippon Columbia, KlockWorx, BS Fuji, Wolfsbane, SUPA LOVE, Starry Cube, TV Asahi Music, tamakoshi, CTW, FUTURE LEAP , AIC Rights",Seven
Yuuki Yuuna wa Yuusha de Aru Churutto!,5.87,9022,6670,"Slice of Life, Comedy, Drama, Magic, Fantasy",12,"Apr 10, 2021","Jun 26, 2021",Mainichi Broadcasting System,"W-Toon Studio, DMM.futureworks"
Itazuraguma no Gloomy,5.15,11015,6703,Comedy,12,"Apr 12, 2021","Jun 28, 2021","Contents Seed, Mixer",NAZ
Iii Icecrin,N/A,15547,14568,Kids,12,"Apr 6, 2021","Jun 29, 2021","None found, add some",Shin-Ei Animation
Oshiri Tantei 5th Season,N/A,12273,16159,"Mystery, Comedy, Kids, Fantasy",13,"Apr 3, 2021","Jun 26, 2021","None found, add some",Toei Animation
Neko Jockey,N/A,11962,17470,"Comedy, Kids",4,"May 6, 2021","May 27, 2021",Asahi Broadcasting,"None found, add some"
Nanatsu no Taizai: Fundo no Shinpan,6.62,5438,617,"Action, Adventure, Supernatural, Magic, Fantasy, Shounen",24,"Jan 13, 2021","Jun 23, 2021",TV Tokyo,Studio Deen
"Kumo Desu ga, Nani ka?",7.46,1746,633,"Action, Adventure, Comedy, Fantasy, Magic, Mystery",24,"Jan 8, 2021","Jul 3, 2021",Kadokawa,Millepensee
Back Arrow,6.30,7072,3168,"Action, Fantasy, Mecha",24,"Jan 9, 2021","Jun 19, 2021","Aniplex, Movic, BS11, ABC Animation, Legs, Bandai Spirits",Studio VOLN
Rebirth,5.82,9183,7765,"Game, Slice of Life, Comedy",48,"Jan 5, 2020","Jun 23, 2021",LIDENFILMS,LIDENFILMS Osaka Studio
D4DJ Petit Mix,6.88,4210,8045,"Music, Comedy",26,"Feb 5, 2021","Jul 30, 2021","None found, add some","W-Toon Studio, DMM.futureworks"
Aikatsu Planet!,6.49,6116,9108,"Music, Slice of Life, School",24,"Jan 10, 2021","Jun 20, 2021","None found, add some",Bandai Namco Pictures
Kiratto Pri☆chan Season 3,6.76,4748,10112,"Music, Slice of Life, Comedy, Magic, Shoujo",51,"Apr 5, 2020","May 30, 2021",syn Sophia,Tatsunoko Production
Sigan Yeohaengja Luke,N/A,12963,17954,"Action, Sci-Fi, Adventure, Kids",52,"May 9, 2020","Jul 10, 2021","None found, add some","None found, add some"
Gokushufudou,7.04,3576,766,"Comedy, Romance, Slice of Life",5,"Apr 8, 2021",?,Netflix,J.C.Staff
Yasuke,5.82,9191,2419,"Action, Samurai, Fantasy",6,"Apr 29, 2021",?,"None found, add some",MAPPA
Youjo Senki: Sabaku no Pasta Daisakusen,7.38,2052,3088,"Action, Military, Magic",1,"Jun 19, 2021",?,"Magic Capsule, Kadokawa",Nut
Eden (ONA),6.36,6778,4791,"Sci-Fi, Slice of Life, Fantasy",4,"May 27, 2021",?,"Nice Boat Animation, Wolf Smoke Studio, Netflix","Qubic Pictures, CGCG Studio"
Etotama: Nyankyaku Banrai,6.41,6562,5707,"Action, Comedy, Fantasy",1,"May 25, 2021",?,"None found, add some",Shirogumi
Shiguang Dailiren Fan Wai Pian: Biwu Zhaoqin,7.85,755,5726,"Super Power, Drama, Fantasy",1,"May 28, 2021",?,bilibili,Haoliners Animation League
Yoru no Kuni,7.45,1774,6732,Fantasy,Unknown,"Apr 16, 2021",?,"None found, add some",Studio Daisy
Chibi Revenger,7.24,2659,7536,Comedy,Unknown,"Apr 12, 2021",?,"None found, add some","Studio PuYUKAI, LIDENFILMS"
Daomu Biji Zhi Qinling Shen Shu,6.72,4924,7731,"Adventure, Mystery, Supernatural",12,"Apr 4, 2021","Jun 13, 2021",Tencent Animation & Comics,"None found, add some"
Artiswitch,6.32,6978,7994,"Slice of Life, Supernatural",6,"May 28, 2021","Sep 10, 2021","None found, add some",Sunrise
Hololive Alternative,8.06,473,8038,Music,1,"May 21, 2021",?,"None found, add some",Hololive Production
Katarina Nounai Kaigi X,N/A,15883,8042,Comedy,Unknown,"Jun 21, 2021",?,"None found, add some","None found, add some"
Wanmei Shijie,7.13,3176,8291,"Action, Adventure, Fantasy",78,"Apr 23, 2021",?,Tencent Penguin Pictures,Shanghai Foch Film and TV Culture Investment
Liang Bu Yi,7.20,2857,8327,"Comedy, Historical, Romance",24,"Apr 21, 2021",?,bilibili,"None found, add some"
Shi Yi Chang An: Mingyue Jishi You Er,6.77,4692,7034,"Historical, Romance",12,"Oct 28, 2020","Jan 6, 2021",bilibili,Ling San Wu Donghua
Mi Bao Zhi Guo,5.85,9099,8907,"Sci-Fi, Mystery, Fantasy",10,"Apr 16, 2021","Jun 11, 2021","None found, add some",2:10 AM Animation
Celia-sensei no Wakuwaku Magical Kyoushitsu,6.35,6843,8965,"Comedy, Fantasy",Unknown,"May 25, 2021",?,Kanon Sound,AQUA ARIS
Douluo Dalu: Shan Yu Yu Lai,8.15,373,9046,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy",13,"May 22, 2021","Aug 14, 2021","None found, add some",Sparkly Key Animation Studio
Zhen Hun Jie: Bei Luo Shi Men Pian Part 2,6.93,4005,9152,"Action, Supernatural",10,"May 15, 2021","Jun 26, 2021","None found, add some","None found, add some"
Peach Boy Riverside Mini Anime,5.78,9331,9644,"Fantasy, Shounen",12,"May 25, 2021","Jun 29, 2021","None found, add some","None found, add some"
Tian Bao Fuyao Lu 2nd Season,7.58,1367,9663,"Action, Adventure, Historical, Supernatural, Fantasy",13,"Apr 25, 2021","Aug 1, 2021",bilibili,Sparkly Key Animation Studio
Beyblade Burst Dynamite Battle,6.37,6750,10441,"Action, Adventure, Mystery, Comedy, Sports, Kids",Unknown,"Apr 2, 2021",?,Asatsu DK,OLM
Natsume Yuujinchou: Hitoyoshi Kuma de no Yasashii Jikan,6.84,4392,10993,Slice of Life,1,"Apr 21, 2021",?,"None found, add some","None found, add some"
SD Gundam World Heroes,5.59,9929,11093,,Unknown,"Apr 8, 2021",?,"None found, add some",Sunrise
Wan Jie Du Zun,6.87,4247,11268,"Action, Fantasy, Historical, Martial Arts",50,"Apr 6, 2021",?,"None found, add some",Ruo Hong Culture
Blue Reflection Ray!,5.35,10637,3846,"Magic, School",24,"Apr 10, 2021",?,"Mainichi Broadcasting System, Magic Capsule, DMM pictures",J.C.Staff
Wu Shang Shen Di 2nd Season,6.86,4322,11890,"Action, Adventure, Supernatural, Magic, Fantasy",64,"May 21, 2021",?,"None found, add some","None found, add some"
Li Linke de Xiao Guaner,N/A,16279,12086,Slice of Life,10,"Apr 27, 2021","Jun 22, 2021","None found, add some",Delight Animation
Juan Siliang,N/A,15698,12265,"Action, Fantasy",15,"Jun 14, 2021",?,"None found, add some",Wulifang Digital
Ling Long: Incarnation Final Chapter,7.30,2385,12480,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",2,"May 1, 2021","May 5, 2021",bilibili,YHKT Entertainment
Luo Xiao Hei Zhan Ji: Zhongsheng Zhi Men,N/A,16325,12919,"Comedy, Supernatural",12,"Apr 24, 2021","Jul 17, 2021","None found, add some","None found, add some"
Ling Long: Incarnation Special,7.28,2473,13081,"Action, Sci-Fi, Horror, Drama, Thriller",1,"May 15, 2021",?,"None found, add some","None found, add some"
Kuang Shen Mo Zun,N/A,16164,13321,"Historical, Fantasy",60,"May 20, 2021",?,"None found, add some","None found, add some"
Xinghe Zhizun,N/A,13831,13565,"Action, Historical, Fantasy",45,"Jun 10, 2021",?,"None found, add some",Ruo Hong Culture
Xi Xing Ji: Suming Pian,N/A,13763,13851,"Action, Adventure, Historical, Martial Arts, Fantasy",20,"Jun 2, 2021","Jul 28, 2021","None found, add some","None found, add some"
Wan Jie Xian Zong 5th Season,N/A,13665,15351,"Action, Historical, Demons, Romance, Fantasy",48,"Jun 26, 2021",?,Tencent Penguin Pictures,Ruo Hong Culture
Hua Jianghu Zhi Huan Shi Men Sheng 2nd Season,N/A,15473,15580,"Action, Mystery, Drama, Romance, Martial Arts, Fantasy",Unknown,"May 12, 2021",?,"None found, add some","None found, add some"
Ndaho Kekkon Omedetou!!,6.07,8215,15629,"Music, Slice of Life",1,"Apr 30, 2021",?,"None found, add some",LIDENFILMS
Zhihao Beipan Diqiule,N/A,14056,15821,"Sci-Fi, Comedy, Drama, Romance",Unknown,"Jun 11, 2021",?,"None found, add some","None found, add some"
Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,N/A,14245,15926,Fantasy,Unknown,"Apr 26, 2021",?,"None found, add some","None found, add some"
Tai Yi Xian Mo Lu Zhi Ling Fei Ji IV,N/A,13223,16739,"Action, Adventure, Historical, Martial Arts, Fantasy",Unknown,"May 16, 2021",?,"None found, add some","None found, add some"
Wo Zhen de Meiyong Mie?,N/A,13738,17053,"Comedy, Fantasy",12,"Apr 19, 2021","Jul 5, 2021",bilibili,Making Animation
Kaijuu Step SDGs Daisakusen,N/A,15767,18165,Kids,Unknown,"Apr 22, 2021",?,Tsuburaya Productions,Usagi Ou
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen OVA,7.57,1400,1274,"Comedy, Ecchi, School, Seinen",1,"May 19, 2021",?,"Aniplex, Shueisha",A-1 Pictures
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA,6.81,4528,2559,"Adventure, Comedy, Romance, Ecchi, Fantasy",1,"Apr 28, 2021",?,"Egg Firm, SB Creative",J.C.Staff
Uchi no Otouto Maji de Dekain Dakedo Mi ni Konai?,7.53,?,5761,Hentai,2,"Apr 28, 2021",?,"None found, add some",T-Rex
Oyasumi Sex,6.82,?,5820,Hentai,4,"Oct 26, 2018","Sep 3, 2021",Mary Jane,"None found, add some"
J* Fuuzoku Gakuensai,7.13,?,6770,"Hentai, School",2,"Apr 2, 2021",?,"None found, add some",T-Rex
Netokano,5.71,?,8133,Hentai,1,"Jun 4, 2021",?,"None found, add some",T-Rex
Sakusei Byoutou The Animation,7.04,?,8138,Hentai,Unknown,"Apr 30, 2021",?,Pink Pineapple,Seven
Eroge de Subete wa Kaiketsu Dekiru! The Animation,7.33,?,8285,Hentai,1,"Jun 25, 2021",?,Pink Pineapple,Seven
Netoshisu,5.36,?,8398,Hentai,1,"Jun 4, 2021",?,"None found, add some",T-Rex
Bitch na Inane-sama,6.09,?,8667,Hentai,Unknown,"Apr 23, 2021",?,"None found, add some",Queen Bee
Kazoku: Haha to Shimai no Kyousei,6.54,?,8841,Hentai,Unknown,"May 28, 2021",?,"None found, add some",PoRO
Shidoukan Day After The Animation,5.54,?,9006,Hentai,2,"Apr 30, 2021","May 28, 2021",Pink Pineapple,Seven
Karada de Kaiketsu Hyakkiya Tantei Jimusho,6.32,?,9814,Hentai,3,"May 28, 2021","Sep 24, 2021","None found, add some","None found, add some"
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,7.40,1943,2890,"Action, Supernatural, Magic, Fantasy",1,"May 15, 2021",?,"Aniplex, Notes, Delightworks",Production I.G
Sidonia no Kishi: Ai Tsumugu Hoshi,N/A,12962,3977,"Action, Sci-Fi, Space, Mecha, Seinen",1,"Jun 4, 2021",?,"Kodansha, King Records",Polygon Pictures
Mobile Suit Gundam: Hathaway's Flash,7.95,619,4265,"Action, Military, Sci-Fi, Space, Drama, Mecha",1,"Jun 11, 2021",?,"None found, add some",Sunrise
Detective Conan Movie 24: The Scarlet Bullet,7.64,1172,5181,"Action, Mystery, Comedy, Police, Drama, Shounen",1,"Apr 16, 2021",?,"None found, add some",TMS Entertainment
Sayonara Watashi no Cramer Movie: First Touch,7.22,2772,5670,"Sports, Romance, School, Shounen",1,"Jun 11, 2021",?,"None found, add some",LIDENFILMS
BanG Dream! Movie: Episode of Roselia - I: Yakusoku,7.23,2704,6834,Music,1,"Apr 23, 2021",?,"None found, add some",SANZIGEN
Shoujo☆Kageki Revue Starlight Movie,N/A,12913,6843,"Music, School",1,"Jun 4, 2021",?,"None found, add some",Kinema Citrus
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,6.61,5496,7055,"Action, Adventure",1,"Jun 25, 2021",?,Manga Productions,"Toei Animation, Yokohama Animation Lab"
Eiga Daisuki Pompo-san (Movie),N/A,14866,7288,"Comedy, Drama",1,"Jun 4, 2021",?,Kadokawa,CLAP
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,7.19,2900,7950,Music,1,"Jun 25, 2021",?,"None found, add some",SANZIGEN
"""Uchuu Senkan Yamato"" to Iu Jidai: Seireki 2202-nen no Sentaku",N/A,14118,8099,"Action, Military, Sci-Fi, Space, Drama",1,"Jun 11, 2021",?,"None found, add some",studio MOTHER
Gyokou no Nikuko-chan,N/A,15174,8359,Drama,1,"Jun 11, 2021",?,"None found, add some",Studio 4°C
Sore Ike! Anpanman: Fuwa Fuwa Fuwaly to Kumo no Kuni,N/A,13035,15638,"Comedy, Kids, Fantasy",1,"Jun 25, 2021",?,"None found, add some",TMS Entertainment
Xiyou Ji: Zai Shi Yao Wang,N/A,13856,16826,"Action, Fantasy",1,"Apr 2, 2021",?,"None found, add some","None found, add some"
Konglong Feiche,N/A,16105,18069,"Adventure, Kids, Fantasy",1,"May 15, 2021",?,"None found, add some","None found, add some"
Wonder Egg Priority Special,5.08,11147,1566,"Psychological, Drama, Fantasy",1,"Jun 30, 2021",?,Aniplex,CloverWorks
86 Special Edition: Senya ni Akaku Hinageshi no Saku,6.79,4601,3175,"Action, Military, Sci-Fi, Drama",1,"Jun 27, 2021",?,Aniplex,A-1 Pictures
Tensei Shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,6.97,3840,3428,"Action, Adventure, Comedy, Demons, Magic, Fantasy",1,"Jun 29, 2021",?,"None found, add some",8bit
Jaku-Chara Tomozaki-kun Specials,6.66,5221,3545,"Drama, Romance, School",2,"May 7, 2021","Jun 2, 2021","None found, add some",Project No.9
Vivy: Fluorite Eye's Song - To Make Everyone Happy With My Singing,7.24,2683,4884,"Action, Sci-Fi, Music, Thriller",1,"Jun 26, 2021",?,Aniplex,Wit Studio
Yuru Camp△ Season 2 Specials,7.13,3247,4920,"Slice of Life, Comedy",2,"May 26, 2021","Jul 28, 2021","None found, add some",C-Station
Tenchi Souzou Design-bu Special,7.22,2780,5275,"Slice of Life, Comedy, Fantasy, Seinen",1,"Apr 2, 2021",?,"None found, add some",Asahi Production
"Dragon Quest: Dai no Daibouken (2020): Bouken no Kiseki, Kore kara no Tabiji",6.10,8072,9776,"Action, Adventure, Fantasy, Shounen",1,"Jun 26, 2021",?,"TV Tokyo, Square Enix, Shueisha",Toei Animation
Ensemble Stars!! 5th Anniversary Animation PV,6.54,5832,13934,Music,1,"Apr 12, 2021",?,"None found, add some",David Production
Shingeki no Kyojin: The Final Season,8.94,17,59,"Action, Military, Mystery, Super Power, Drama, Fantasy, Shounen",16,"Dec 7, 2020","Mar 29, 2021","Production I.G, Dentsu, Mainichi Broadcasting System, Pony Canyon, Kodansha, Techno Sound, Pony Canyon Enterprise",MAPPA
